base,nomePopular,nomeCient,familia,deadAno1,deadAno2,ingresso,dap1,dap2,ida,intervaloMed,ht1,hcom1,ht2,hcom2,posSocio,luminosidade,classeDiam,classeDiam2,grupoEco,utmLeste,UTMNorte
ALL,capueiro,Rinorea guianensis,Violaceae,FALSE,FALSE,,12.6,12.9,0.1,3,,,,,,,ALL,ALL,ALL,721901.0861,9627201.131
ALL,tachi vermelho,Tachigali paniculata,Fabaceae,FALSE,FALSE,,26.6,33.4,2.27,3,,,,,,,ALL,ALL,ALL,721950.1408,9627179.77
ALL,ucuuba,Virola michelii,Myristicaceae,FALSE,FALSE,,11.6,13.6,0.67,3,,,,,,,ALL,ALL,ALL,721902.1625,9627200.533
ALL,pente-de-macaco,Apeiba petoumo,Malvaceae,FALSE,FALSE,,18.3,20,0.57,3,,,,,,,ALL,ALL,ALL,721948.2943,9627173.853
ALL,tachi preto,Tachigali myrmecophila,Fabaceae,FALSE,FALSE,,47.5,51.8,1.43,3,,,,,,,ALL,ALL,ALL,721904.2503,9627200.829
ALL,cacau,Theobroma glaucum,Malvaceae,FALSE,FALSE,,12,11.9,0,3,,,,,,,ALL,ALL,ALL,721901.1979,9627198.682
ALL,louro preto,Ocotea cernua,Lauraceae,FALSE,TRUE,,12,,,3,,,,,,,ALL,ALL,ALL,721905.4151,9627197.654
ALL,quinarana,Geissospermum sericeum,Apocynaceae,FALSE,FALSE,,28.4,28.6,0.07,3,,,,,,,ALL,ALL,ALL,721905.4788,9627195.88
ALL,murta,Strychnos subcordata,Loganiaceae,FALSE,FALSE,,11.3,11.6,0.1,3,,,,,,,ALL,ALL,ALL,721904.5719,9627192.434
ALL,marupa,Simarouba amara,Simaroubaceae,FALSE,TRUE,,45.2,,,3,,,,,,,ALL,ALL,ALL,721909.7427,9627191.929
ALL,gema-de-ovo,Aspidosperma parvifolium,Apocynaceae,FALSE,FALSE,,11.2,11.6,0.13,3,,,,,,,ALL,ALL,ALL,721905.6061,9627192.333
ALL,matamata preto,Eschweilera ovata,Lecythidaceae,FALSE,FALSE,,13,13.1,0.03,3,,,,,,,ALL,ALL,ALL,721906.7296,9627189.562
ALL,fava-barbatimao,Stryphnodendron pulcherrimum,Fabaceae,FALSE,FALSE,,14.4,15.1,0.23,3,,,,,,,ALL,ALL,ALL,721903.6813,9627189.012
ALL,acariquara,Minquartia guianensis,Olacaceae,FALSE,FALSE,,15.4,17.6,0.73,3,,,,,,,ALL,ALL,ALL,721901.6971,9627187.752
ALL,cacau,Theobroma glaucum,Malvaceae,FALSE,FALSE,,13,13.2,0.07,3,,,,,,,ALL,ALL,ALL,721904.8767,9627184.48
ALL,envira surucucu,Duguetia surinamensis,Annonaceae,FALSE,FALSE,INGRESSANTE,,10.5,,3,,,,,,,ALL,ALL,ALL,721901.255,9627199.724
ALL,joao mole,Neea oppositifolia,Nyctaginaceae,FALSE,FALSE,INGRESSANTE,,11.9,,3,,,,,,,ALL,ALL,ALL,721902.0268,9627211.141
ALL,ginja,,,,FALSE,,,10.2,,3,,,,,,,ALL,ALL,ALL,721913.6826,9627185.181
ALL,ucuuba terra-firme,Virola sebifera,Myristicaceae,FALSE,FALSE,,17.4,17.5,0.03,3,,,,,,,ALL,ALL,ALL,721945.2664,9627322.792
ALL,breu sucuruba,Trattinnickia burserifolia,Burseraceae,FALSE,FALSE,,21.1,21.8,0.23,3,,,,,,,ALL,ALL,ALL,721938.5592,9627325.938
ALL,quinarana,Geissospermum sericeum,Apocynaceae,FALSE,FALSE,,36.4,38.2,0.6,3,,,,,,,ALL,ALL,ALL,721936.6212,9627324.988
ALL,quinarana,Geissospermum sericeum,Apocynaceae,FALSE,FALSE,,16,15.9,0,3,,,,,,,ALL,ALL,ALL,721936.6212,9627324.988
ALL,abiurana vermelha,Pouteria gongrijpii,Sapotaceae,FALSE,FALSE,,28,28,0,3,,,,,,,ALL,ALL,ALL,721934.705,9627327.022
ALL,freijo branco,Cordia scabrifolia,Boraginaceae,FALSE,FALSE,,17.7,24,2.1,3,,,,,,,ALL,ALL,ALL,721935.7059,9627331.971
ALL,ucuuba terra-firme,Virola sebifera,Myristicaceae,FALSE,FALSE,,28.7,25.9,0,3,,,,,,,ALL,ALL,ALL,721936.6685,9627330.956
ALL,jatoba,Hymenaea courbaril,Fabaceae,FALSE,FALSE,,14.7,16.3,0.53,3,,,,,,,ALL,ALL,ALL,721937.6382,9627330.934
ALL,inga-de-rosca,Abarema mataybifolia,Fabaceae,FALSE,FALSE,,21.1,21.3,0.07,3,,,,,,,ALL,ALL,ALL,721940.5355,9627329.875
ALL,joao-mole,Neea oppositifolia,Nyctaginaceae,FALSE,FALSE,,11.7,10.8,0,3,,,,,,,ALL,ALL,ALL,721939.5668,9627329.896
ALL,abiurana branca,Pouteria guianensis,Sapotaceae,FALSE,TRUE,,13.1,,,3,,,,,,,ALL,ALL,ALL,721911.569,9627324.587
ALL,tauari,Couratari stellata,Lecythidaceae,FALSE,FALSE,,10,10,0,3,,,,,,,ALL,ALL,ALL,721944.4104,9627329.788
ALL,envira amarela,Xylopia sp,Annonaceae,FALSE,FALSE,,10.6,11.2,0.2,3,,,,,,,ALL,ALL,ALL,721910.5554,9627327.577
ALL,jarana,Lecythis lurida,Lecythidaceae,FALSE,FALSE,,12,12.1,0.03,3,,,,,,,ALL,ALL,ALL,721937.6734,9627334.913
ALL,capueiro,Rinorea guianensis,Violaceae,FALSE,FALSE,,15,15.9,0.3,3,,,,,,,ALL,ALL,ALL,721915.3914,9627326.971
ALL,breu barrote,Tetragastris panamensis,Burseraceae,FALSE,FALSE,,14.5,14.5,0,3,,,,,,,ALL,ALL,ALL,721939.6306,9627335.867
